"gsid","Owner","PSAL_Catalog","Type_2D_3D","Processed","Process_date","Site_ID","Local_ID","Age_Period_ID","Weight","Material_ID","PPTP","Archie_ID","Proprietary","Experimental","Notes","Flag","Biface"
874,"Nyers",874,"2D","Processed",6/20/2021 13:26:33,97,"Unknown",,,,,,,0,"Montague Harbor: Figure 15_l from Carlson 2008",0,1
875,"Nyers",875,"2D","Processed",6/20/2021 13:27:25,20,"Unknown",,,,,,,0,"Helen Point: Figure 15_m from Carlson 2008",0,1
876,"Nyers",876,"2D","Processed",6/20/2021 13:28:17,97,"Unknown",,,,,,,0,"Montague Harbor: Figure 15_n from Carlson 2008",0,1
877,"Nyers",877,"2D","Processed",6/20/2021 13:29:08,38,"Unknown",,,,,,,0,"Pender Canal 2: Figure 15_o from Carlson 2008",0,1
878,"Nyers",878,"2D","Processed",6/20/2021 13:30:00,97,"Unknown",,,,,,,0,"Montague Harbor: Figure 15_p from Carlson 2008",0,1
879,"Nyers",879,"2D","Processed",6/20/2021 13:30:52,20,"Unknown",,,,,,,0,"Helen Point: Figure 15_q from Carlson 2008",0,1
880,"Nyers",880,"2D","Processed",6/20/2021 13:31:41,20,"Unknown",,,,,,,0,"Helen Point: Figure 15_r from Carlson 2008",0,1
881,"Nyers",881,"2D","Processed",6/20/2021 13:32:33,114,"Unknown",,,,,,,0,"Gulf and San Juan Islands: Figure 15_s from Carlson 2008",0,1
882,"Nyers",882,"2D","Processed",6/20/2021 13:33:26,95,"Unknown",,,,,,,0,"Garrison: Figure 15_t from Carlson 2008",0,1
883,"Nyers",883,"2D","Processed",6/20/2021 13:34:18,20,"Unknown",,,,,,,0,"Helen Point: Figure 15_u from Carlson 2008",0,1
884,"Nyers",884,"2D","Processed",6/20/2021 13:35:10,95,"Unknown",,,,,,,0,"Garrison: Figure 15_v from Carlson 2008",0,1
885,"Nyers",885,"2D","Processed",6/20/2021 13:36:01,20,"Unknown",,,,,,,0,"Helen Point: Figure 15_w from Carlson 2008",0,1
886,"Nyers",886,"2D","Processed",6/20/2021 13:36:53,94,"Unknown",,,,,,,0,"English Camp: Figure 15_x from Carlson 2008",0,1
887,"Nyers",887,"2D","Processed",6/20/2021 13:37:44,94,"Unknown",,,,,,,0,"English Camp: Figure 15_y from Carlson 2008",0,1
888,"Nyers",888,"2D","Processed",6/20/2021 13:38:33,49,"Unknown",,,,,,,0,"Silverhope Creek: Figure 10_r2c2 from McLaren 2008",0,1
889,"Nyers",889,"2D","Processed",6/20/2021 13:39:25,49,"Unknown",,,,,,,0,"Silverhope Creek: Figure 10_r2c3 from McLaren 2008",0,1
890,"Nyers",890,"2D","Processed",6/20/2021 13:40:16,49,"Unknown",,,,,,,0,"Silverhope Creek: Figure 10_r2c4 from McLaren 2008",0,1
891,"Nyers",891,"2D","Processed",6/20/2021 13:41:05,127,"Unknown",,,,,,,0,"Hatzic Rock: Figure 11_1 from McLaren 2008",0,1
892,"Nyers",892,"2D","Processed",6/20/2021 13:41:53,123,"Unknown",,,,,,,0,"St. Mungo: Figure 11_4 from McLaren 2008",0,1
893,"Nyers",893,"2D","Processed",6/20/2021 13:42:44,127,"Unknown",,,,,,,0,"Hatzic Rock: Figure 11_2 from McLaren 2008",0,1
894,"Nyers",894,"2D","Processed",6/20/2021 13:43:31,123,"Unknown",,,,,,,0,"St. Mungo: Figure 11_5 from McLaren 2008",0,1
895,"Nyers",895,"2D","Processed",6/20/2021 13:44:21,127,"Unknown",,,,,,,0,"Hatzic Rock: Figure 11_3 from McLaren 2008",0,1
896,"Nyers",896,"2D","Processed",6/20/2021 13:45:07,123,"Unknown",,,,,,,0,"St. Mungo: Figure 11_6 from McLaren 2008",0,1
897,"Nyers",897,"2D","Processed",6/20/2021 13:45:56,128,"Unknown",,,,,,,0,"Katz: Figure 10_1_r1c1 from McLaren 2008",0,1
898,"Nyers",898,"2D","Processed",6/20/2021 13:46:47,125,"Unknown",,,,,,,0,"Pitt River: Figure 10_r1c2 from McLaren 2008",0,1
899,"Nyers",899,"2D","Processed",6/20/2021 13:47:39,51,"Unknown",,,,,,,0,"Scowlitz: Figure 10_r2c1 from McLaren 2008",0,1
900,"Nyers",900,"2D","Processed",6/20/2021 13:48:29,125,"Unknown",,,,,,,0,"Pitt River: Figure 10_r1c3 from McLaren 2008",0,1
901,"Nyers",901,"2D","Processed",6/20/2021 13:49:20,49,"Unknown",,,,,,,0,"Silverhope Creek: Figure 9_silverhope_r2c1 from McLaren 2008",0,1
902,"Nyers",902,"2D","Processed",6/20/2021 13:50:09,49,"Unknown",,,,,,,0,"Silverhope Creek: Figure 9_silverhope_r2c2 from McLaren 2008",0,1
903,"Nyers",903,"2D","Processed",6/20/2021 13:51:01,49,"Unknown",,,,,,,0,"Silverhope Creek: Figure 9_silverhope_r2c3 from McLaren 2008",0,1
904,"Nyers",904,"2D","Processed",6/20/2021 13:51:53,49,"Unknown",,,,,,,0,"Silverhope Creek: Figure 9_silverhope_r2c4 from McLaren 2008",0,1
905,"Nyers",905,"2D","Processed",6/20/2021 13:52:51,49,"Unknown",,,,,,,0,"Silverhope Creek: Figure 9_silverhope_r2c5 from McLaren 2008",0,1
906,"Nyers",906,"2D","Processed",6/20/2021 13:53:50,49,"Unknown",,,,,,,0,"Silverhope Creek: Figure 9_silverhope_r2c6 from McLaren 2008",0,1
907,"Nyers",907,"2D","Processed",6/20/2021 13:54:41,49,"Unknown",,,,,,,0,"Silverhope Creek: Figure 9_silverhope_r2c7 from McLaren 2008",0,1
908,"Nyers",908,"2D","Processed",6/20/2021 13:55:32,49,"Unknown",,,,,,,0,"Silverhope Creek: Figure 9_silverhope_r2c8 from McLaren 2008",0,1
909,"Nyers",909,"2D","Processed",6/20/2021 13:56:20,49,"Unknown",,,,,,,0,"Silverhope Creek: Figure 9_silverhope_r2c9 from McLaren 2008",0,1
910,"Nyers",910,"2D","Processed",6/20/2021 13:57:14,128,"Unknown",,,,,,,0,"Katz: Figure 9_katz_1 from McLaren 2008",0,1
911,"Nyers",911,"2D","Processed",6/20/2021 13:58:03,125,"Unknown",,,,,,,0,"Pitt River: Figure 9_pitt_1 from McLaren 2008",0,1
912,"Nyers",912,"2D","Processed",6/20/2021 13:58:53,49,"Unknown",,,,,,,0,"Silverhope Creek: Figure 9_silverhope_r1c1 from McLaren 2008",0,1
913,"Nyers",913,"2D","Processed",6/20/2021 13:59:43,51,"Unknown",,,,,,,0,"Scowlitz: Figure 9_scowlitz_1 from McLaren 2008",0,1
914,"Nyers",914,"2D","Processed",6/20/2021 14:00:32,128,"Unknown",,,,,,,0,"Katz: Figure 9_katz_2 from McLaren 2008",0,1
915,"Nyers",915,"2D","Processed",6/20/2021 14:01:25,125,"Unknown",,,,,,,0,"Pitt River: Figure 9_pitt_2 from McLaren 2008",0,1
916,"Nyers",916,"2D","Processed",6/20/2021 14:02:16,49,"Unknown",,,,,,,0,"Silverhope Creek: Figure 9_silverhope_r1c2 from McLaren 2008",0,1
917,"Nyers",917,"2D","Processed",6/20/2021 14:03:06,51,"Unknown",,,,,,,0,"Scowlitz: Figure 9_scowlitz_2 from McLaren 2008",0,1
918,"Nyers",918,"2D","Processed",6/20/2021 14:04:01,128,"Unknown",,,,,,,0,"Katz: Figure 9_katz_3 from McLaren 2008",0,1
919,"Nyers",919,"2D","Processed",6/20/2021 14:04:51,125,"Unknown",,,,,,,0,"Pitt River: Figure 9_pitt_3 from McLaren 2008",0,1
920,"Nyers",920,"2D","Processed",6/20/2021 14:05:40,49,"Unknown",,,,,,,0,"Silverhope Creek: Figure 9_silverhope_r1c3 from McLaren 2008",0,1
921,"Nyers",921,"2D","Processed",6/20/2021 14:06:32,51,"Unknown",,,,,,,0,"Scowlitz: Figure 9_scowlitz_3 from McLaren 2008",0,1
922,"Nyers",922,"2D","Processed",6/20/2021 14:07:23,128,"Unknown",,,,,,,0,"Katz: Figure 9_katz_4 from McLaren 2008",0,1
923,"Nyers",923,"2D","Processed",6/20/2021 14:08:10,49,"Unknown",,,,,,,0,"Silverhope Creek: Figure 9_silverhope_r1c4 from McLaren 2008",0,1
924,"Nyers",924,"2D","Processed",6/20/2021 14:09:03,51,"Unknown",,,,,,,0,"Scowlitz: Figure 9_scowlitz_4 from McLaren 2008",0,1
925,"Nyers",925,"2D","Processed",6/20/2021 14:09:55,49,"Unknown",,,,,,,0,"Silverhope Creek: Figure 9_silverhope_r1c5 from McLaren 2008",0,1
926,"Nyers",926,"2D","Processed",6/20/2021 14:10:44,51,"Unknown",,,,,,,0,"Scowlitz: Figure 9_scowlitz_5 from McLaren 2008",0,1
927,"Nyers",927,"2D","Processed",6/20/2021 14:11:36,49,"Unknown",,,,,,,0,"Silverhope Creek: Figure 9_silverhope_r1c6 from McLaren 2008",0,1
928,"Nyers",928,"2D","Processed",6/20/2021 14:12:28,51,"Unknown",,,,,,,0,"Scowlitz: Figure 9_scowlitz_6 from McLaren 2008",0,1
929,"Nyers",929,"2D","Processed",6/20/2021 14:13:18,49,"Unknown",,,,,,,0,"Silverhope Creek: Figure 9_silverhope_r1c7 from McLaren 2008",0,1
930,"Nyers",930,"2D","Processed",6/20/2021 14:14:13,51,"Unknown",,,,,,,0,"Scowlitz: Figure 9_scowlitz_7 from McLaren 2008",0,1
931,"Nyers",931,"2D","Processed",6/20/2021 14:15:04,49,"Unknown",,,,,,,0,"Silverhope Creek: Figure 9_silverhope_r1c8 from McLaren 2008",0,1
932,"Nyers",932,"2D","Processed",6/20/2021 14:15:57,51,"Unknown",,,,,,,0,"Scowlitz: Figure 9_scowlitz_8 from McLaren 2008",0,1
933,"Nyers",933,"2D","Processed",6/20/2021 14:16:46,49,"Unknown",,,,,,,0,"Silverhope Creek: Figure 9_silverhope_r1c9 from McLaren 2008",0,1
934,"Nyers",934,"2D","Processed",6/20/2021 14:17:40,51,"Unknown",,,,,,,0,"Scowlitz: Figure 9_scowlitz_9 from McLaren 2008",0,1
935,"Nyers",935,"2D","Processed",6/20/2021 14:18:35,135,"Unknown",,,,,,,0,"Lytton locality: Figure 4_a from Rousseau 2008",0,1
936,"Nyers",936,"2D","Processed",6/20/2021 14:19:30,130,"Unknown",,,,,,,0,"Chase locality: Figure 4_b from Rousseau 2008",0,1
937,"Nyers",937,"2D","Processed",6/20/2021 14:20:22,140,"Unknown",,,,,,,0,"Clinton locality: Figure 4_c from Rousseau 2008",0,1
938,"Nyers",938,"2D","Processed",6/20/2021 14:21:27,130,"Unknown",,,,,,,0,"Chase locality: Figure 4_d from Rousseau 2008",0,1
939,"Nyers",939,"2D","Processed",6/21/2021 9:25:21,130,"Unknown",,,,,,,0,"Chase locality: Figure 4_e from Rousseau 2008",0,1
940,"Nyers",940,"2D","Processed",6/21/2021 9:26:11,130,"Unknown",,,,,,,0,"Chase locality: Figure 4_f from Rousseau 2008",0,1
941,"Nyers",941,"2D","Processed",6/21/2021 9:27:15,141,"Unknown",,,,,,,0,"Pavilion locality: Figure 4_g from Rousseau 2008",0,1
942,"Nyers",942,"2D","Processed",6/21/2021 9:28:04,143,"Unknown",,,,,,,0,"Texas Creek (BC): Figure 4_h from Rousseau 2008",0,1
943,"Nyers",943,"2D","Processed",6/21/2021 9:29:10,144,"Unknown",,,,,,,0,"Dragon Lake: Figure 4_i from Rousseau 2008",0,1
944,"Nyers",944,"2D","Processed",6/21/2021 9:30:00,139,"Unknown",,,,,,,0,"Kamloops locality: Figure 4_j from Rousseau 2008",0,1
945,"Nyers",945,"2D","Processed",6/21/2021 9:31:03,47,"1254",,,,,,,0,"Sentinel Gap: Figure 15_1254_a from Galm 2008",0,1
946,"Nyers",946,,"empty",,,"Unknown",,,,,,,0,,0,0
947,"Nyers",947,"2D","Processed",6/21/2021 9:32:09,47,"540/551",,,,,,,0,"Sentinel Gap: Figure 3_540 from Galm 2008",0,1
948,"Nyers",948,,"empty",,,"Unknown",,,,,,,0,,0,0
949,"Nyers",949,"2D","Processed",6/21/2021 9:33:01,47,"670",,,,,,,0,"Sentinel Gap: Figure 15_670_a from Galm 2008",0,1
950,"Nyers",950,,"empty",,,"Unknown",,,,,,,0,,0,0
951,"Nyers",951,"2D","Processed",6/21/2021 9:34:06,47,"743",,,,,,,0,"Sentinel Gap: Figure 15_743_a from Galm 2008",0,1
952,"Nyers",952,,"empty",,,"Unknown",,,,,,,0,,0,0
953,"Nyers",953,"2D","Processed",6/21/2021 9:35:08,47,"Unknown",,,,,,,0,"Sentinel Gap: Figure 4 from Galm 2008",0,1
954,"Nyers",954,"2D","Processed",6/21/2021 9:36:00,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_aa from Rousseau 2008",0,1
955,"Nyers",955,"2D","Processed",6/21/2021 9:36:53,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_b from Rousseau 2008",0,1
956,"Nyers",956,"2D","Processed",6/21/2021 9:37:45,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_bb from Rousseau 2008",0,1
957,"Nyers",957,"2D","Processed",6/21/2021 9:38:38,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_c from Rousseau 2008",0,1
958,"Nyers",958,"2D","Processed",6/21/2021 9:39:30,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_cc from Rousseau 2008",0,1
959,"Nyers",959,"2D","Processed",6/21/2021 9:40:23,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_d from Rousseau 2008",0,1
960,"Nyers",960,"2D","Processed",6/21/2021 9:41:14,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_dd from Rousseau 2008",0,1
961,"Nyers",961,"2D","Processed",6/21/2021 9:42:06,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_e from Rousseau 2008",0,1
962,"Nyers",962,"2D","Processed",6/21/2021 9:42:58,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_ee from Rousseau 2008",0,1
963,"Nyers",963,"2D","Processed",6/21/2021 9:43:50,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_f from Rousseau 2008",0,1
964,"Nyers",964,"2D","Processed",6/21/2021 9:44:42,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_ff from Rousseau 2008",0,1
965,"Nyers",965,"2D","Processed",6/21/2021 9:45:35,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_g from Rousseau 2008",0,1
966,"Nyers",966,"2D","Processed",6/21/2021 9:46:29,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_gg from Rousseau 2008",0,1
967,"Nyers",967,"2D","Processed",6/21/2021 9:47:22,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_h from Rousseau 2008",0,1
968,"Nyers",968,"2D","Processed",6/21/2021 9:48:16,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_hh from Rousseau 2008",0,1
969,"Nyers",969,"2D","Processed",6/21/2021 9:49:09,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_i from Rousseau 2008",0,1
970,"Nyers",970,"2D","Processed",6/21/2021 9:50:01,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_ii from Rousseau 2008",0,1
971,"Nyers",971,"2D","Processed",6/21/2021 9:50:53,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_j from Rousseau 2008",0,1
972,"Nyers",972,"2D","Processed",6/21/2021 9:51:46,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_jj from Rousseau 2008",0,1
973,"Nyers",973,"2D","Processed",6/21/2021 9:52:37,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_k from Rousseau 2008",0,1
974,"Nyers",974,"2D","Processed",6/21/2021 9:53:30,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_kk from Rousseau 2008",0,1
975,"Nyers",975,"2D","Processed",6/21/2021 9:54:22,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_l from Rousseau 2008",0,1
976,"Nyers",976,"2D","Processed",6/21/2021 9:55:10,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_ll from Rousseau 2008",0,1
977,"Nyers",977,"2D","Processed",6/21/2021 9:56:01,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_m from Rousseau 2008",0,1
978,"Nyers",978,"2D","Processed",6/21/2021 9:56:54,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_mm from Rousseau 2008",0,1
979,"Nyers",979,"2D","Processed",6/21/2021 9:57:47,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_n from Rousseau 2008",0,1
980,"Nyers",980,"2D","Processed",6/21/2021 9:58:40,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_o from Rousseau 2008",0,1
981,"Nyers",981,"2D","Processed",6/21/2021 9:59:32,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_p from Rousseau 2008",0,1
982,"Nyers",982,"2D","Processed",6/21/2021 10:00:25,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_q from Rousseau 2008",0,1
983,"Nyers",983,"2D","Processed",6/21/2021 10:01:18,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_r from Rousseau 2008",0,1
984,"Nyers",984,"2D","Processed",6/21/2021 10:02:11,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_s from Rousseau 2008",0,1
985,"Nyers",985,"2D","Processed",6/21/2021 10:03:04,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_t from Rousseau 2008",0,1
986,"Nyers",986,"2D","Processed",6/21/2021 10:04:01,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_u from Rousseau 2008",0,1
987,"Nyers",987,"2D","Processed",6/21/2021 10:04:58,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_v from Rousseau 2008",0,1
988,"Nyers",988,"2D","Processed",6/21/2021 10:05:50,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_w from Rousseau 2008",0,1
989,"Nyers",989,"2D","Processed",6/21/2021 10:06:45,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_x from Rousseau 2008",0,1
990,"Nyers",990,"2D","Processed",6/21/2021 10:07:39,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_y from Rousseau 2008",0,1
991,"Nyers",991,"2D","Processed",6/21/2021 10:08:31,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 7_z from Rousseau 2008",0,1
992,"Nyers",992,"2D","Processed",6/21/2021 10:09:24,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_a from Rousseau 2008",0,1
993,"Nyers",993,"2D","Processed",6/21/2021 10:10:15,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_aa from Rousseau 2008",0,1
994,"Nyers",994,"2D","Processed",6/21/2021 10:11:06,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_b from Rousseau 2008",0,1
995,"Nyers",995,"2D","Processed",6/21/2021 10:11:58,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_bb from Rousseau 2008",0,1
996,"Nyers",996,"2D","Processed",6/21/2021 10:12:48,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_c from Rousseau 2008",0,1
997,"Nyers",997,"2D","Processed",6/21/2021 10:13:38,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_d from Rousseau 2008",0,1
998,"Nyers",998,"2D","Processed",6/21/2021 10:14:28,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_e from Rousseau 2008",0,1
999,"Nyers",999,"2D","Processed",6/21/2021 10:15:19,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_f from Rousseau 2008",0,1
1000,"Nyers",1000,"2D","Processed",6/21/2021 10:16:09,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_g from Rousseau 2008",0,1
1001,"Nyers",1001,"2D","Processed",6/21/2021 10:17:00,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_h from Rousseau 2008",0,1
1002,"Nyers",1002,"2D","Processed",6/21/2021 10:17:50,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_i from Rousseau 2008",0,1
1003,"Nyers",1003,"2D","Processed",6/21/2021 10:18:41,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_j from Rousseau 2008",0,1
1004,"Nyers",1004,"2D","Processed",6/21/2021 10:19:33,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_k from Rousseau 2008",0,1
1005,"Nyers",1005,"2D","Processed",6/21/2021 10:20:26,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_l from Rousseau 2008",0,1
1006,"Nyers",1006,"2D","Processed",6/21/2021 10:21:16,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_m from Rousseau 2008",0,1
1007,"Nyers",1007,"2D","Processed",6/21/2021 10:22:08,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_n from Rousseau 2008",0,1
1008,"Nyers",1008,"2D","Processed",6/21/2021 10:22:59,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_o from Rousseau 2008",0,1
1009,"Nyers",1009,"2D","Processed",6/21/2021 10:23:50,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_p from Rousseau 2008",0,1
1010,"Nyers",1010,"2D","Processed",6/21/2021 10:24:41,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_q from Rousseau 2008",0,1
1011,"Nyers",1011,"2D","Processed",6/21/2021 10:25:32,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_r from Rousseau 2008",0,1
1012,"Nyers",1012,"2D","Processed",6/21/2021 10:26:21,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_s from Rousseau 2008",0,1
1013,"Nyers",1013,"2D","Processed",6/21/2021 10:27:10,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_t from Rousseau 2008",0,1
1014,"Nyers",1014,"2D","Processed",6/21/2021 10:28:02,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_u from Rousseau 2008",0,1
1015,"Nyers",1015,"2D","Processed",6/21/2021 10:28:53,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_v from Rousseau 2008",0,1
1016,"Nyers",1016,"2D","Processed",6/21/2021 10:29:43,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_w from Rousseau 2008",0,1
1017,"Nyers",1017,"2D","Processed",6/21/2021 10:30:33,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_x from Rousseau 2008",0,1
1018,"Nyers",1018,"2D","Processed",6/21/2021 10:31:23,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_y from Rousseau 2008",0,1
1019,"Nyers",1019,"2D","Processed",6/21/2021 10:32:15,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 8_z from Rousseau 2008",0,1
1020,"Nyers",1020,"2D","Processed",6/21/2021 10:33:05,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 19_a from Rousseau 2008",0,1
1021,"Nyers",1021,"2D","Processed",6/21/2021 10:33:54,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 19_b from Rousseau 2008",0,1
1022,"Nyers",1022,"2D","Processed",6/21/2021 10:34:45,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 19_c from Rousseau 2008",0,1
1023,"Nyers",1023,"2D","Processed",6/21/2021 10:35:35,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 19_d from Rousseau 2008",0,1
1024,"Nyers",1024,"2D","Processed",6/21/2021 10:36:25,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 19_e from Rousseau 2008",0,1
1025,"Nyers",1025,"2D","Processed",6/21/2021 10:37:14,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 19_f from Rousseau 2008",0,1
1026,"Nyers",1026,"2D","Processed",6/21/2021 10:38:02,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 19_g from Rousseau 2008",0,1
1027,"Nyers",1027,"2D","Processed",6/21/2021 10:38:53,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 19_h from Rousseau 2008",0,1
1028,"Nyers",1028,"2D","Processed",6/21/2021 10:39:43,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 19_i from Rousseau 2008",0,1
1029,"Nyers",1029,"2D","Processed",6/21/2021 10:40:33,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 19_j from Rousseau 2008",0,1
1030,"Nyers",1030,"2D","Processed",6/21/2021 10:41:23,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 19_k from Rousseau 2008",0,1
1031,"Nyers",1031,"2D","Processed",6/21/2021 10:42:13,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 19_l from Rousseau 2008",0,1
1032,"Nyers",1032,"2D","Processed",6/21/2021 10:43:03,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 19_m from Rousseau 2008",0,1
1033,"Nyers",1033,"2D","Processed",6/21/2021 10:43:54,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 19_n from Rousseau 2008",0,1
1034,"Nyers",1034,"2D","Processed",6/21/2021 10:44:44,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 19_o from Rousseau 2008",0,1
1035,"Nyers",1035,"2D","Processed",6/21/2021 10:45:33,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 19_p from Rousseau 2008",0,1
1036,"Nyers",1036,"2D","Processed",6/21/2021 10:46:24,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 19_q from Rousseau 2008",0,1
1037,"Nyers",1037,"2D","Processed",6/21/2021 10:47:25,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 19_r from Rousseau 2008",0,1
1038,"Nyers",1038,"2D","Processed",6/21/2021 10:48:21,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 19_s from Rousseau 2008",0,1
1039,"Nyers",1039,"2D","Processed",6/21/2021 10:49:11,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 19_t from Rousseau 2008",0,1
1040,"Nyers",1040,"2D","Processed",6/21/2021 10:50:00,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 19_u from Rousseau 2008",0,1
1041,"Nyers",1041,"2D","Processed",6/21/2021 10:50:49,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 19_v from Rousseau 2008",0,1
1042,"Nyers",1042,"2D","Processed",6/21/2021 10:51:39,146,"Unknown",,,,,,,0,"Mid-Frasier and Thompson River area: Figure 19_w from Rousseau 2008",0,1
